key,0,1,2,3
#,Icon,JournalCategory,,Name
int32,Image,JournalCategory,bit&01,str
0,0,0,False,""
1,61412,1,True,""
2,61412,2,True,""
3,61412,3,True,""
4,61412,4,True,""
5,61412,5,True,""
6,61412,6,True,""
7,61412,7,True,""
8,61412,8,True,""
9,61412,9,True,""
10,61412,10,True,""
11,61411,11,True,""
12,61411,12,True,""
13,61411,13,True,""
14,61411,14,True,""
15,61411,15,True,""
16,61411,16,True,""
17,61411,17,True,""
18,61411,18,True,""
19,61411,19,True,""
20,61411,20,True,""
21,61411,21,True,""
22,61411,22,True,""
23,61411,23,True,""
24,61411,23,True,""
25,61411,24,True,""
26,61411,24,True,""
27,61411,25,True,""
28,61411,25,True,""
29,61411,26,True,""
30,61411,26,True,""
31,61411,27,True,""
32,61411,27,True,""
33,61411,28,True,""
34,61411,28,True,""
35,61411,29,True,""
36,61411,29,True,""
37,61411,30,True,""
38,61411,30,True,""
39,61411,31,True,""
40,61411,31,True,""
41,61411,32,True,""
42,61411,32,True,""
43,61411,33,True,""
44,61411,33,True,""
45,61411,34,True,""
46,61411,34,True,""
47,61411,35,True,""
48,61411,35,True,""
49,61411,36,True,""
50,61411,36,True,""
51,61411,37,True,""
52,61411,37,True,""
53,61411,37,True,""
54,61411,37,True,""
55,61411,37,True,""
56,61411,37,True,""
57,61411,37,True,""
58,61411,37,True,""
59,61411,37,True,""
60,61411,37,True,""
61,61411,37,True,""
62,61411,37,True,""
63,61411,37,True,""
64,61411,37,True,""
65,61411,37,True,""
66,61411,37,True,""
67,61411,37,True,""
68,61411,37,True,""
69,61411,37,True,""
70,61411,37,True,""
71,61411,38,True,""
72,61411,39,True,""
73,61411,40,True,""
74,61411,41,True,""
75,61411,42,True,""
76,61411,43,True,""
77,61411,44,True,""
78,61411,45,True,""
79,61411,45,True,""
80,61411,45,True,""
81,61411,45,True,""
82,61411,46,True,""
83,61411,47,True,""
84,61411,47,True,""
85,61411,47,True,""
86,61411,47,True,""
87,61411,49,True,""
88,61411,48,True,""
89,61411,48,True,""
90,61411,48,True,""
91,61411,50,True,""
92,61411,51,True,""
93,61411,50,True,""
94,61411,51,True,""
95,61411,52,True,""
96,61411,53,True,""
97,61411,54,True,""
98,61411,55,True,""
99,62301,56,True,""
100,62302,56,True,""
101,62303,56,True,""
102,62304,56,True,""
103,62305,56,True,""
104,62309,56,True,""
105,62306,57,True,""
106,62307,57,True,""
107,62308,57,True,""
108,62310,58,True,""
109,62311,58,True,""
110,62312,58,True,""
111,62313,58,True,""
112,62314,58,True,""
113,62315,58,True,""
114,62316,58,True,""
115,62317,58,True,""
116,62318,59,True,""
117,62319,59,True,""
118,62320,59,True,""
119,62401,61,True,""
120,62402,61,True,""
121,62403,61,True,""
122,62404,61,True,""
123,62405,61,True,""
124,62410,61,True,""
125,62406,62,True,""
126,62407,62,True,""
127,62408,62,True,""
128,62409,62,True,""
129,62412,61,True,""
130,62411,61,True,""
131,62413,62,True,""
132,62414,61,True,""
133,62415,62,True,""
134,62417,61,True,""
135,62418,61,True,""
136,62416,62,True,""
137,61411,60,True,""
138,61411,60,True,""
139,61411,60,True,""
140,61411,60,True,""
141,61411,60,True,""
142,61411,60,True,""
143,61411,63,True,""
144,61411,63,True,""
145,61411,63,True,""
146,61411,63,True,""
147,61411,63,True,""
148,61401,64,True,""
149,61402,64,True,""
150,61403,64,True,""
151,61411,65,True,""
152,61411,65,True,""
153,61411,65,True,""
154,61411,65,True,""
155,61411,65,True,""
156,61411,65,True,""
157,61411,65,True,""
158,61411,65,True,""
159,61411,65,True,""
160,61411,65,True,""
161,61411,65,True,""
162,61411,65,True,""
163,61411,65,True,""
164,61411,66,True,""
165,61411,66,True,""
166,62501,67,False,""
167,62502,71,False,""
168,62503,72,False,""
169,62504,73,False,""
170,62505,74,False,""
171,62506,75,False,""
172,62507,76,False,""
173,62508,77,False,""
174,62509,78,False,""
175,62510,68,False,""
176,62511,69,False,""
177,62512,70,False,""
178,62501,67,False,""
179,62502,71,False,""
180,62503,72,False,""
181,62504,73,False,""
182,62505,74,False,""
183,62506,75,False,""
184,62507,76,False,""
185,62508,77,False,""
186,62509,78,False,""
187,62510,68,False,""
188,62511,69,False,""
189,62512,70,False,""
190,62501,67,False,""
191,62502,71,False,""
192,62503,72,False,""
193,62504,73,False,""
194,62505,74,False,""
195,62506,75,False,""
196,62507,76,False,""
197,62508,77,False,""
198,62509,78,False,""
199,62510,68,False,""
200,62511,69,False,""
201,62512,70,False,""
202,0,0,False,""
203,0,0,False,""
204,0,0,False,""
205,62513,92,False,""
206,62514,92,False,""
207,62515,92,False,""
208,61801,93,False,""
209,61802,94,False,""
210,61804,95,False,""
211,61824,96,False,""
212,61833,96,False,""
213,61838,96,False,""
214,61803,93,False,""
215,0,97,False,""
216,0,97,False,""
217,0,97,False,""
218,0,97,False,""
219,0,97,False,""
