key,0,1,2,3,4,5,6,7,8
#,BNpcName,Icon,Town,,,,,,
int32,BNpcName,Image,Town,uint16,uint16,uint16,uint16,uint16,uint16
0,"",,"都市無効値",0,0,0,0,0,0
1,"レディバグ","ui/icon/063000/063036.tex","リムサ・ロミンサ",30,161,54,68,42,261
2,"ラット","ui/icon/063000/063028.tex","リムサ・ロミンサ",30,161,0,0,0,0
3,"オーレリア","ui/icon/063000/063064.tex","リムサ・ロミンサ",31,164,0,0,0,0
4,"シープ","ui/icon/063000/063074.tex","リムサ・ロミンサ",30,161,0,0,0,0
5,"ウィンドスプライト","ui/icon/063000/063056.tex","リムサ・ロミンサ",31,165,0,0,0,0
6,"ドードー","ui/icon/063000/063079.tex","リムサ・ロミンサ",31,165,0,0,0,0
7,"ビー・クラウド","ui/icon/063000/063012.tex","リムサ・ロミンサ",30,162,0,0,0,0
8,"タイニー・マンドラゴラ","ui/icon/063000/063088.tex","リムサ・ロミンサ",30,162,0,0,0,0
9,"ネストリング・バザード","ui/icon/063000/063005.tex","リムサ・ロミンサ",31,165,0,0,42,243
10,"ケーブバット","ui/icon/063000/063020.tex","リムサ・ロミンサ",31,165,0,0,0,0
11,"ボギー","ui/icon/063000/063084.tex","リムサ・ロミンサ",30,162,0,0,0,0
12,"ウーンデッド・オーロックス","ui/icon/063000/063063.tex","リムサ・ロミンサ",30,162,0,0,0,0
13,"ガラゴ","ui/icon/063000/063008.tex","リムサ・ロミンサ",31,165,0,0,0,0
14,"グラウンデッド・パイレーツ","ui/icon/063000/063045.tex","リムサ・ロミンサ",30,162,0,0,0,0
15,"グラウンデッド・レイダー","ui/icon/063000/063045.tex","リムサ・ロミンサ",30,162,0,0,0,0
16,"ライトニングスプライト","ui/icon/063000/063057.tex","リムサ・ロミンサ",31,166,0,0,0,0
17,"メガロクラブ","ui/icon/063000/063065.tex","リムサ・ロミンサ",30,163,0,0,0,0
18,"ファイアフライ","ui/icon/063000/063011.tex","グリダニア",31,166,54,70,0,0
19,"シュアモール","ui/icon/063000/063089.tex","リムサ・ロミンサ",33,170,0,0,0,0
20,"モスレスグゥーブー","ui/icon/063000/063062.tex","リムサ・ロミンサ",31,164,0,0,0,0
21,"ファットドードー","ui/icon/063000/063079.tex","リムサ・ロミンサ",33,170,0,0,0,0
22,"モラビーモール","ui/icon/063000/063089.tex","リムサ・ロミンサ",31,166,0,0,0,0
23,"キキルン・ビーチコンバー","ui/icon/063000/063060.tex","リムサ・ロミンサ",31,166,0,0,0,0
24,"ロータノ・バッカニア","ui/icon/063000/063045.tex","リムサ・ロミンサ",33,170,0,0,0,0
25,"ダスクバット","ui/icon/063000/063020.tex","リムサ・ロミンサ",33,171,0,0,0,0
26,"プーク","ui/icon/063000/063081.tex","リムサ・ロミンサ",33,171,0,0,0,0
27,"ヘッジモール","ui/icon/063000/063082.tex","リムサ・ロミンサ",33,171,0,0,0,0
28,"キラーマンティス","ui/icon/063000/063033.tex","リムサ・ロミンサ",33,171,0,0,0,0
29,"ロズリトペリカン","ui/icon/063000/063070.tex","リムサ・ロミンサ",33,171,0,0,0,0
30,"ワイルドウルフ","ui/icon/063000/063052.tex","リムサ・ロミンサ",34,174,0,0,0,0
31,"バンブルビートル","ui/icon/063000/063021.tex","リムサ・ロミンサ",34,174,0,0,0,0
32,"ストーンシェル","ui/icon/063000/063032.tex","リムサ・ロミンサ",34,174,0,0,0,0
33,"フォレスト・ヤーゾン","ui/icon/063000/063026.tex","リムサ・ロミンサ",34,174,0,0,0,0
34,"クァール・パップ","ui/icon/063000/063061.tex","リムサ・ロミンサ",34,174,0,0,0,0
