key,0,1,2,3
#,Name,Action,,
int32,byte,Action,bit&01,bit&02
0.0,0,"",True,True
1.0,2,"イベントアイテム",True,True
1.1,2,"イベントアクション",True,True
1.2,1,"ファストブレード",False,False
1.3,1,"サベッジブレード",False,False
1.4,1,"レイジ・オブ・ハルオーネ",False,False
1.5,1,"ライオットソード",False,False
1.6,1,"ロイヤルアソリティ",False,False
1.7,1,"ホーリースピリット",True,True
1.8,1,"クレメンシー",True,True
1.9,1,"シールドバッシュ",True,True
1.10,1,"レクイエスカット",True,True
1.11,1,"かばう",True,True
1.12,1,"インビンシブル",True,True
1.13,1,"忠義の盾",True,True
1.14,1,"イージスブーン",True,True
1.15,0,"",True,True
1.16,0,"",True,True
1.17,0,"",True,True
1.18,0,"",True,True
1.19,0,"",True,True
2.0,2,"スプリント",True,True
2.1,2,"マウント",True,True
2.2,1,"ヘヴィスウィング",False,False
2.3,1,"スカルサンダー",False,False
2.4,1,"ボーラアクス",False,False
2.5,1,"メイム",False,False
2.6,1,"シュトルムヴィント",False,False
2.7,1,"フェルクリーヴ",True,True
2.8,1,"トマホーク",True,True
2.9,1,"ホルムギャング",True,True
2.10,1,"オンスロート",True,True
2.11,1,"スリル・オブ・ウォー",True,True
2.12,1,"原初の解放",True,True
2.13,1,"ディフェンダー",True,True
2.14,1,"イージスブーン",True,True
2.15,1,"原初の魂",False,False
2.16,0,"",True,True
2.17,0,"",True,True
2.18,0,"",True,True
2.19,0,"",True,True
3.0,2,"テレポ",True,True
3.1,2,"デジョン",True,True
3.2,1,"ハードスラッシュ",False,False
3.3,1,"スピンスラッシュ",False,False
3.4,1,"パワースラッシュ",False,False
3.5,1,"サイフォンストライク",False,False
3.6,1,"ソウルイーター",False,False
3.7,1,"ブラッドスピラー",True,True
3.8,1,"アンメンド",True,True
3.9,1,"ブラックナイト",True,True
3.10,1,"ロウブロウ",True,True
3.11,1,"プランジカット",True,True
3.12,1,"ソウルサバイバー",True,True
3.13,1,"グリットスタンス",True,True
3.14,1,"イージスブーン",True,True
3.15,0,"",True,True
3.16,0,"",True,True
3.17,0,"",True,True
3.18,0,"",True,True
3.19,0,"",True,True
4.0,2,"攻撃",True,True
4.1,2,"ショット",True,True
4.2,1,"連撃",False,False
4.3,1,"正拳突き",False,False
4.4,1,"崩拳",False,False
4.5,1,"双竜脚",False,False
4.6,1,"双掌打",False,False
4.7,1,"破砕拳",False,False
4.8,1,"演武",True,True
4.9,1,"サマーソルト",True,True
4.10,1,"疾風羅刹衝",True,True
4.11,1,"紅蓮の極意",True,True
4.12,1,"金剛の極意",True,True
4.13,1,"闘魂旋風脚",True,True
4.14,1,"陰陽闘気斬",True,True
4.15,1,"ロウディストラクション",True,True
4.16,1,"疾風の極意",False,False
4.17,0,"",True,True
4.18,0,"",True,True
4.19,0,"",True,True
5.0,2,"ファストブレード",True,True
5.1,2,"ランパート",True,True
5.2,1,"トゥルースラスト",False,False
5.3,1,"ボーパルスラスト",False,False
5.4,1,"フルスラスト",False,False
5.5,1,"竜牙竜爪",False,False
5.6,1,"インパルスドライヴ",False,False
5.7,1,"ディセムボウル",False,False
5.8,1,"桜華狂咲",False,False
5.9,1,"竜尾大車輪",False,False
5.10,1,"ピアシングタロン",True,True
5.11,1,"スキュアー",True,True
5.12,1,"ジャンプ",True,True
5.13,1,"スパインダイブ",True,True
5.14,1,"イルーシブジャンプ",True,True
5.15,1,"ドラゴンサイト",True,True
5.16,1,"蒼の竜血",True,True
5.17,1,"ロウディストラクション",True,True
5.18,1,"ゲイルスコグル",False,False
5.19,1,"ナーストレンド",False,False
6.0,2,"サベッジブレード",True,True
6.1,2,"コンバレセンス",True,True
6.2,1,"双刃旋",False,False
6.3,1,"風断ち",False,False
6.4,1,"旋風刃",False,False
6.5,1,"影牙",False,False
6.6,1,"投刃",True,True
6.7,1,"縮地",True,True
6.8,1,"ぶんどる",True,True
6.9,1,"喉斬り",True,True
6.10,1,"終撃",True,True
6.11,1,"六道輪廻",True,True
6.12,1,"三印自在",True,True
6.13,1,"ロウディストラクション",True,True
6.14,1,"火遁の術",False,False
6.15,1,"氷遁の術",False,False
6.16,1,"雷遁の術",False,False
6.17,1,"隠身の術",False,False
6.18,0,"",True,True
6.19,0,"",True,True
7.0,2,"アウェアネス",True,True
7.1,2,"フラッシュ",True,True
7.2,2,"ライオットソード",True,True
7.3,1,"刃風",False,False
7.4,1,"陣風",False,False
7.5,1,"士風",False,False
7.6,1,"雪風",False,False
7.7,1,"月光",False,False
7.8,1,"花車",False,False
7.9,1,"燕飛",True,True
7.10,1,"居合術",True,True
7.11,1,"必殺剣・震天",True,True
7.12,1,"必殺剣・早天",True,True
7.13,1,"必殺剣・地天",True,True
7.14,1,"明鏡止水",True,True
7.15,1,"ロウディストラクション",True,True
7.16,1,"彼岸花",False,False
7.17,1,"天下五剣",False,False
7.18,1,"乱れ雪月花",False,False
7.19,0,"",True,True
8.0,2,"シールドバッシュ",True,True
8.1,2,"センチネル",True,True
8.2,1,"ヘヴィショット",False,False
8.3,1,"ストレートショット",False,False
8.4,1,"コースティックバイト",False,False
8.5,1,"ストームバイト",False,False
8.6,1,"エンピリアルアロー",True,True
8.7,1,"リペリングショット",True,True
8.8,1,"ブラッドレッター",True,True
8.9,1,"サイドワインダー",True,True
8.10,1,"ブラントアロー",True,True
8.11,1,"旅神のメヌエット",True,True
8.12,1,"トルバドゥール",True,True
8.13,1,"ターミナルベロシティ",True,True
8.14,1,"ピッチパーフェクト",False,False
8.15,1,"乱れ撃ち",False,False
8.16,1,"軍神のパイオン",False,False
8.17,0,"",True,True
8.18,0,"",True,True
8.19,0,"",True,True
9.0,2,"挑発",True,True
9.1,1,"スプリットショット",False,False
9.2,1,"スラッグショット",False,False
9.3,1,"クリーンショット",False,False
9.4,1,"ホットショット",True,True
9.5,1,"クイックリロード",True,True
9.6,1,"ブランク",True,True
9.7,1,"狙撃",True,True
9.8,1,"レッググレイズ",True,True
9.9,1,"ワイルドファイア",True,True
9.10,1,"フレイムスロアー",True,True
9.11,1,"ガウスバレル",True,True
9.12,1,"ターミナルベロシティ",True,True
9.13,1,"ヒートスプリットショット",False,False
9.14,1,"ヒートスラッグショット",False,False
9.15,1,"ヒートクリーンショット",False,False
9.16,1,"クールダウン",False,False
9.17,1,"スタンガン",False,False
9.18,0,"",True,True
9.19,0,"",True,True
10.0,1,"ファイア",True,True
10.1,1,"ブリザド",True,True
10.2,1,"サンダー",True,True
10.3,1,"エノキアン",True,True
10.4,1,"ファウル",True,True
10.5,1,"ナイトウィング",True,True
10.6,1,"迅速魔",True,True
10.7,1,"エーテリアルステップ",True,True
10.8,1,"コンバート",True,True
10.9,1,"コメテオ",True,True
10.10,1,"サンダガ",False,False
10.11,1,"ファイジャ",False,False
10.12,1,"ブリザジャ",False,False
10.13,1,"フレア",False,False
10.14,1,"フリーズ",False,False
10.15,0,"",True,True
10.16,0,"",True,True
10.17,0,"",True,True
10.18,0,"",True,True
10.19,0,"",True,True
11.0,1,"ルインガ",True,True
11.1,1,"バイオガ",True,True
11.2,1,"ミアズガ",True,True
11.3,1,"ウィザー",True,True
11.4,1,"エーテルフロー",True,True
11.5,1,"エナジードレイン",True,True
11.6,1,"ミアズマバースト",True,True
11.7,1,"トランス・バハムート",True,True
11.8,1,"サモン・バハムート",True,True
11.9,1,"コメテオ",True,True
11.10,1,"ルインジャ",False,False
11.11,1,"デスフレア",False,False
11.12,1,"エンキンドル・バハムート",False,False
11.13,1,"ウィルムウェーブ",False,False
11.14,1,"アク・モーン",False,False
11.15,0,"",True,True
11.16,0,"",True,True
11.17,0,"",True,True
11.18,0,"",True,True
11.19,0,"",True,True
12.0,2,"鋼の意志",True,True
12.1,1,"ジョルラ",True,True
12.2,1,"ヴァルストーン",True,True
12.3,1,"ヴァルファイア",True,True
12.4,1,"ヴァルケアル",True,True
12.5,1,"コル・ア・コル",True,True
12.6,1,"デプラスマン",True,True
12.7,1,"モノマキー",True,True
12.8,1,"マナフィケーション",True,True
12.9,1,"コメテオ",True,True
12.10,1,"インパクト",False,False
12.11,1,"ヴァルエアロ",False,False
12.12,1,"ヴァルサンダー",False,False
12.13,1,"エンリポスト",False,False
12.14,1,"エンツヴェルクハウ",False,False
12.15,1,"エンルドゥブルマン",False,False
12.16,1,"ヴァルホーリー",False,False
12.17,1,"ヴァルフレア",False,False
12.18,0,"",True,True
12.19,0,"",True,True
13.0,1,"ストンガ",True,True
13.1,1,"ケアル",True,True
13.2,1,"ケアルラ",True,True
13.3,1,"リジェネ",True,True
13.4,1,"プロテス",True,True
13.5,1,"ディヴァインベニゾン",True,True
13.6,1,"テトラグラマトン",True,True
13.7,1,"アサイズ",True,True
13.8,1,"アクアオーラ",True,True
13.9,1,"エンピリアンレイン",True,True
13.10,0,"",True,True
13.11,0,"",True,True
13.12,0,"",True,True
13.13,0,"",True,True
13.14,0,"",True,True
13.15,0,"",True,True
13.16,0,"",True,True
13.17,0,"",True,True
13.18,0,"",True,True
13.19,0,"",True,True
14.0,1,"気炎法",True,True
14.1,1,"フィジク",True,True
14.2,1,"鼓舞激励の策",True,True
14.3,1,"アイ・フォー・アイ",True,True
14.4,1,"エーテルフロー",True,True
14.5,1,"生命活性法",True,True
14.6,1,"生命波動法",True,True
14.7,1,"連環計",True,True
14.8,1,"サモン",True,True
14.9,1,"エンピリアンレイン",True,True
14.10,1,"光の癒し",False,False
14.11,0,"",True,True
14.12,0,"",True,True
14.13,0,"",True,True
14.14,0,"",True,True
14.15,0,"",True,True
14.16,0,"",True,True
14.17,0,"",True,True
14.18,0,"",True,True
14.19,0,"",True,True
15.0,1,"マレフィガ",True,True
15.1,1,"ベネフィク",True,True
15.2,1,"ベネフィラ",True,True
15.3,1,"ディグニティ",True,True
15.4,1,"ドンアク",True,True
15.5,1,"シナストリー",True,True
15.6,1,"ライトスピード",True,True
15.7,1,"スリーヴドロー",True,True
15.8,1,"マイナーアルカナ",True,True
15.9,1,"エンピリアンレイン",True,True
15.10,1,"アーゼマの均衡",False,False
15.11,1,"世界樹の幹",False,False
15.12,1,"サリャクの水瓶",False,False
15.13,1,"ビエルゴの塔",False,False
15.14,1,"クラウンロード",False,False
15.15,1,"クラウンレディ",False,False
15.16,0,"",True,True
15.17,0,"",True,True
15.18,0,"",True,True
15.19,0,"",True,True
16.0,1,"快気",True,True
16.1,1,"魔気",True,True
16.2,1,"奮起",True,True
16.3,1,"浄化",True,True
16.4,1,"集中",True,True
16.5,1,"堅守",True,True
16.6,1,"疾走",True,True
