key,0,1,2,3,4,5,6,7,8,9,10,11
#,Text,Item,GatheringItemLevel,,IsHidden,,FishingRecordType,TerritoryType,GatheringSubCategory,IsInLog,TimeRestricted,WeatherRestricted
int32,str,Row,GatheringItemLevelConvertTable,byte,bit&01,bit&02,FishingRecordType,TerritoryType,GatheringSubCategory,bit&04,bit&08,bit&10
0,"",0,0,0,False,False,0,0,0,True,False,False
1,"",4776,4,0,False,False,0,128,0,True,False,False
2,"",4925,2,0,False,False,2,148,0,True,False,False
3,"",4926,3,0,False,False,2,134,0,True,False,False
4,"",4869,3,0,False,False,0,134,0,True,False,False
5,"",4870,3,0,False,False,0,134,0,True,False,False
6,"",4927,4,0,False,False,2,148,0,True,False,False
7,"",4928,4,0,False,False,2,134,0,True,False,False
8,"",4871,4,0,False,False,0,134,0,True,False,False
9,"",4929,5,0,False,False,2,148,0,True,False,False
10,"",5460,5,0,False,False,0,134,0,True,False,False
11,"",4930,5,0,False,False,2,134,0,True,False,False
12,"",4872,6,0,False,False,0,134,0,True,False,False
13,"",4931,6,0,False,False,2,134,0,True,False,False
14,"",4873,7,0,False,False,0,135,0,True,False,False
15,"",4874,7,0,False,False,0,134,0,True,False,False
16,"",4932,7,0,False,False,2,148,0,True,False,False
17,"",4933,8,0,False,False,2,137,0,True,False,False
18,"",4875,8,0,False,False,0,135,0,True,False,False
19,"",4934,8,0,False,False,2,134,0,True,False,False
20,"",4876,9,0,False,False,0,134,0,True,False,False
21,"",4935,9,0,False,False,3,152,0,True,False,False
22,"",4877,10,0,False,False,0,135,0,True,False,False
23,"",4936,10,0,False,False,2,148,0,True,False,False
24,"",4937,35,0,False,False,2,155,0,True,False,False
25,"",4938,31,0,False,False,3,135,0,True,False,False
26,"",4878,12,0,False,False,0,135,0,True,False,False
27,"",4939,13,0,False,False,3,140,0,True,False,False
28,"",4940,15,0,False,False,2,155,0,True,False,False
29,"",4941,15,0,False,False,2,152,0,True,False,False
30,"",4879,15,0,False,False,0,135,0,True,False,False
