key,0
#,Icon
int32,Image
0,"ui/icon/066000/066001.tex"
1,"ui/icon/066000/066101.tex"
2,"ui/icon/066000/066102.tex"
3,"ui/icon/066000/066103.tex"
4,"ui/icon/066000/066121.tex"
5,"ui/icon/066000/066122.tex"
6,"ui/icon/066000/066123.tex"
7,"ui/icon/066000/066141.tex"
8,"ui/icon/066000/066142.tex"
9,"ui/icon/066000/066143.tex"
10,"ui/icon/066000/066021.tex"
11,"ui/icon/066000/066022.tex"
12,"ui/icon/066000/066023.tex"
13,"ui/icon/066000/066041.tex"
14,"ui/icon/066000/066042.tex"
15,"ui/icon/066000/066043.tex"
16,"ui/icon/066000/066061.tex"
17,"ui/icon/066000/066062.tex"
18,"ui/icon/066000/066063.tex"
19,"ui/icon/001000/001513.tex"
20,"ui/icon/001000/001563.tex"
21,"ui/icon/001000/001613.tex"
22,"ui/icon/001000/001662.tex"
23,"ui/icon/001000/001713.tex"
24,"ui/icon/001000/001762.tex"
25,"ui/icon/001000/001813.tex"
26,"ui/icon/001000/001862.tex"
27,"ui/icon/066000/066081.tex"
28,"ui/icon/066000/066082.tex"
29,"ui/icon/066000/066083.tex"
30,"ui/icon/066000/066161.tex"
31,"ui/icon/066000/066162.tex"
32,"ui/icon/066000/066163.tex"
33,"ui/icon/066000/066164.tex"
34,"ui/icon/066000/066165.tex"
35,"ui/icon/066000/066166.tex"
36,"ui/icon/066000/066167.tex"
37,"ui/icon/066000/066168.tex"
38,"ui/icon/066000/066169.tex"
39,"ui/icon/066000/066170.tex"
40,"ui/icon/066000/066171.tex"
41,"ui/icon/066000/066181.tex"
42,"ui/icon/066000/066182.tex"
43,"ui/icon/066000/066183.tex"
44,"ui/icon/066000/066184.tex"
45,"ui/icon/066000/066185.tex"
46,"ui/icon/066000/066186.tex"
47,"ui/icon/066000/066187.tex"
48,"ui/icon/066000/066188.tex"
49,"ui/icon/066000/066189.tex"
50,"ui/icon/066000/066190.tex"
51,"ui/icon/066000/066191.tex"
52,"ui/icon/066000/066301.tex"
53,"ui/icon/066000/066302.tex"
54,"ui/icon/066000/066303.tex"
55,"ui/icon/066000/066304.tex"
56,"ui/icon/066000/066305.tex"
57,"ui/icon/066000/066306.tex"
58,"ui/icon/066000/066307.tex"
59,"ui/icon/066000/066308.tex"
60,"ui/icon/066000/066309.tex"
61,"ui/icon/066000/066310.tex"
62,"ui/icon/066000/066311.tex"
63,"ui/icon/066000/066312.tex"
64,"ui/icon/066000/066313.tex"
65,"ui/icon/066000/066314.tex"
66,"ui/icon/066000/066315.tex"
67,"ui/icon/066000/066316.tex"
68,"ui/icon/066000/066317.tex"
69,"ui/icon/066000/066318.tex"
70,"ui/icon/066000/066319.tex"
71,"ui/icon/066000/066320.tex"
72,"ui/icon/066000/066321.tex"
73,"ui/icon/066000/066322.tex"
74,"ui/icon/066000/066323.tex"
75,"ui/icon/066000/066324.tex"
76,"ui/icon/066000/066325.tex"
77,"ui/icon/066000/066326.tex"
78,"ui/icon/020000/020007.tex"
79,"ui/icon/020000/020009.tex"
80,"ui/icon/020000/020010.tex"
81,"ui/icon/020000/020012.tex"
82,"ui/icon/020000/020011.tex"
83,"ui/icon/020000/020008.tex"
84,"ui/icon/000000/000000.tex"
85,"ui/icon/000000/000000.tex"
86,"ui/icon/000000/000000.tex"
87,"ui/icon/000000/000000.tex"
88,"ui/icon/000000/000000.tex"
89,"ui/icon/000000/000000.tex"
90,"ui/icon/000000/000000.tex"
91,"ui/icon/000000/000000.tex"
92,"ui/icon/000000/000000.tex"
93,"ui/icon/000000/000000.tex"
94,"ui/icon/000000/000000.tex"
95,"ui/icon/000000/000000.tex"
96,"ui/icon/000000/000000.tex"
97,"ui/icon/000000/000000.tex"
98,"ui/icon/000000/000000.tex"
99,"ui/icon/000000/000000.tex"
100,"ui/icon/000000/000000.tex"
101,"ui/icon/000000/000000.tex"
102,"ui/icon/000000/000000.tex"
103,"ui/icon/000000/000000.tex"
104,"ui/icon/000000/000000.tex"
105,"ui/icon/000000/000000.tex"
106,"ui/icon/000000/000000.tex"
107,"ui/icon/000000/000000.tex"
108,"ui/icon/000000/000000.tex"
109,"ui/icon/000000/000000.tex"
110,"ui/icon/000000/000000.tex"
111,"ui/icon/000000/000000.tex"
112,"ui/icon/000000/000000.tex"
113,"ui/icon/000000/000000.tex"
114,"ui/icon/000000/000000.tex"
115,"ui/icon/000000/000000.tex"
116,"ui/icon/000000/000000.tex"
117,"ui/icon/000000/000000.tex"
118,"ui/icon/000000/000000.tex"
119,"ui/icon/000000/000000.tex"
120,"ui/icon/000000/000000.tex"
121,"ui/icon/000000/000000.tex"
122,"ui/icon/000000/000000.tex"
123,"ui/icon/000000/000000.tex"
124,"ui/icon/000000/000000.tex"
125,"ui/icon/000000/000000.tex"
126,"ui/icon/000000/000000.tex"
127,"ui/icon/000000/000000.tex"
128,"ui/icon/000000/000000.tex"
129,"ui/icon/000000/000000.tex"
130,"ui/icon/000000/000000.tex"
131,"ui/icon/000000/000000.tex"
132,"ui/icon/000000/000000.tex"
133,"ui/icon/000000/000000.tex"
134,"ui/icon/000000/000000.tex"
135,"ui/icon/000000/000000.tex"
136,"ui/icon/000000/000000.tex"
137,"ui/icon/000000/000000.tex"
138,"ui/icon/000000/000000.tex"
139,"ui/icon/000000/000000.tex"
140,"ui/icon/000000/000000.tex"
141,"ui/icon/000000/000000.tex"
142,"ui/icon/000000/000000.tex"
143,"ui/icon/000000/000000.tex"
144,"ui/icon/000000/000000.tex"
145,"ui/icon/000000/000000.tex"
146,"ui/icon/000000/000000.tex"
