key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
#,Name,Description,Icon,MaxStacks,,Category,HitEffect,VFX,LockMovement,,LockActions,LockControl,Transfiguration,,CanDispel,InflictedByActor,IsPermanent,PartyListPriority,,,,,,,Log,IsFcBuff,Invisibility,,,
int32,str,str,Image,byte,byte,byte,StatusHitEffect,StatusLoopVFX,bit&01,bit&02,bit&04,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,byte,byte,bit&02,bit&04,int16,byte,bit&08,uint16,bit&10,bit&20,byte,byte,bit&40
0,"","",0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,False,0,0,False
1,"","",15001,0,1,2,6,1,True,False,True,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,False,0,32,True
2,"","",15004,0,1,2,3,2,True,False,True,False,False,False,True,False,False,100,0,False,False,0,0,False,0,False,False,0,0,False
3,"","",15013,0,1,2,2,3,True,False,True,False,False,False,True,False,False,100,0,False,False,0,0,False,0,False,False,0,3,True
4,"","",15003,0,1,2,8,0,True,False,True,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,False,0,0,False
5,"","",15015,0,1,2,15,0,False,False,False,False,False,False,True,False,False,100,0,False,False,0,0,False,0,False,False,0,0,False
6,"","",15017,0,1,2,14,0,False,False,False,False,False,False,True,False,False,100,0,False,False,0,0,False,0,False,False,0,0,False
7,"","",15005,0,1,2,7,0,False,False,False,False,False,False,True,False,False,100,0,False,False,0,0,False,0,False,False,0,22,False
8,"","",15008,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-15,0,False,0,False,False,0,0,False
9,"","",15009,0,1,2,13,0,False,False,False,False,False,False,True,False,False,50,0,False,False,15,0,False,0,False,False,0,0,False
10,"","",15545,0,1,2,13,0,False,False,False,False,False,False,True,True,True,50,0,False,False,20,0,False,0,False,False,0,0,False
11,"","",15603,0,1,2,17,0,False,False,False,True,False,True,False,False,False,100,0,False,False,0,0,False,0,False,False,0,0,False
12,"","",15037,0,1,1,16,4,False,False,False,False,False,False,False,True,True,1,0,False,False,0,0,False,0,False,False,0,0,False
13,"","",15003,0,1,2,12,5,True,False,False,False,False,False,True,False,False,100,0,False,False,0,0,False,0,False,False,0,0,False
14,"","",15002,0,1,2,4,6,False,False,False,False,False,False,True,False,False,100,0,False,False,0,1,False,0,False,False,0,0,False
15,"","",15012,0,1,2,10,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,False,0,0,False
16,"","",0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,False,0,0,False
17,"","",15006,0,1,2,5,0,False,False,False,False,False,False,True,False,False,100,0,False,False,33,0,False,0,False,False,0,0,False
18,"","",15007,0,1,2,1,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,False,0,0,False
19,"","",15517,0,1,2,1,0,False,False,False,False,False,False,False,True,True,10,0,False,True,100,0,False,0,False,False,0,0,False
20,"","",15025,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,False,0,0,False,0,False,False,0,0,False
21,"","",15075,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,False,0,0,False
22,"","",15076,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,False,0,0,False
23,"","",15077,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,False,0,0,False
24,"","",15078,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,False,0,0,False
25,"","",15050,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,False,0,0,False
26,"","",15051,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,False,0,0,False
27,"","",15060,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,False,0,0,False
28,"","",15061,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,False,0,0,False
29,"","",15052,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,False,0,0,False
30,"","",15053,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,False,0,0,False
31,"","",15062,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,False,0,0,False
32,"","",15063,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,False,0,0,False
33,"","",15054,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,False,0,0,False
34,"","",15055,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,False,0,0,False
35,"","",15058,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,False,0,0,False
36,"","",15059,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,False,0,0,False
37,"","",15056,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,False,0,0,False
38,"","",15057,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,False,0,0,False
39,"","",15566,0,1,1,16,0,False,False,False,False,False,False,False,True,True,100,0,False,False,100,0,False,0,False,False,0,0,False
40,"","",15567,0,1,1,16,0,False,False,False,False,False,False,False,True,True,100,0,False,False,100,0,False,0,False,False,0,0,False
41,"","",16107,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,False,0,0,False
42,"","",16207,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,15,0,False,0,False,False,0,0,False
43,"","",15010,0,1,2,0,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,False,0,0,False
44,"","",15011,0,1,2,0,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,False,0,0,False
45,"","",16106,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,1,False,False,0,0,False,0,False,False,0,0,False
46,"","",16006,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,1,False,False,0,0,False,0,False,False,0,0,False
47,"","",16015,0,1,1,16,138,False,False,False,False,False,False,False,True,True,2,0,False,False,0,0,False,0,False,False,0,36,False
48,"","",16202,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,1,False,False,1,0,False,0,False,False,0,0,False
49,"","",16203,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,2,0,False,0,False,False,0,0,False
50,"","",10101,0,1,1,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,False,0,6,False
51,"","",15080,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-5,0,False,0,False,False,0,0,False
