key,0,1,2,3,4
#,Name,AchievementKind,ShowComplete,HideCategory,Order
int32,str,AchievementKind,bit&01,bit&02,byte
0,"",0,True,False,0
1,"",1,True,False,1
2,"",1,True,False,2
3,"",1,True,False,3
4,"",1,True,False,4
5,"",1,True,False,5
6,"",1,True,False,6
7,"",2,True,False,1
8,"",2,True,True,2
9,"",2,True,False,3
10,"",2,True,False,4
11,"",2,True,False,5
12,"",3,True,False,1
13,"",3,True,False,2
14,"",3,True,False,3
15,"",3,True,False,4
16,"",3,True,False,5
17,"",3,True,False,6
18,"",3,True,False,7
19,"",4,True,False,1
20,"",4,True,False,2
21,"",4,True,False,3
22,"",4,True,False,4
23,"",4,True,False,5
24,"",5,True,False,2
25,"",5,True,False,3
26,"",5,True,False,4
27,"",5,True,False,5
28,"",5,True,False,6
29,"",5,True,False,7
30,"",5,True,False,8
31,"",5,True,False,9
32,"",5,True,False,10
33,"",5,True,False,11
34,"",5,True,False,12
35,"",8,True,False,1
36,"",8,True,False,2
37,"",8,True,False,3
38,"",8,True,True,4
39,"",11,True,False,1
40,"",11,True,False,2
41,"",11,True,False,3
42,"",11,True,False,4
43,"",11,True,False,5
44,"",11,True,False,6
45,"",11,True,False,7
46,"",11,True,False,8
47,"",11,True,False,9
48,"",11,True,False,10
49,"",11,True,False,100
50,"",12,True,False,1
51,"",12,True,False,2
52,"",12,True,False,3
53,"",12,True,False,4
54,"",13,True,False,1
55,"",13,True,False,2
56,"",13,True,False,3
57,"",13,True,False,4
58,"",13,True,False,5
59,"",13,True,False,6
60,"",13,True,False,7
61,"",13,True,False,8
62,"",4,True,False,6
63,"",4,True,False,7
64,"",4,True,False,8
65,"",4,True,False,9
66,"",4,True,False,10
67,"",11,True,False,11
68,"",4,True,False,11
69,"",5,True,False,1
70,"",4,True,False,51
71,"",1,True,False,7
