key,0,1,2
#,,,
int32,str,bit&01,uint16
0,"",False,0
1,"",False,349
2,"",False,349
3,"",False,349
4,"",True,350
5,"",False,349
6,"",True,351
7,"",False,349
8,"",False,349
9,"",True,352
10,"",False,349
11,"",False,349
12,"",True,353
13,"",False,349
14,"",False,349
15,"",True,354
16,"",False,349
17,"",False,349
18,"",False,349
19,"",True,355
20,"",False,349
21,"",False,349
22,"",False,349
23,"",True,356
24,"",True,357
25,"",False,349
26,"",False,349
27,"",False,349
28,"",False,349
29,"",False,349
30,"",False,349
31,"",False,349
32,"",False,349
33,"",False,349
