key,0,1
#,Action,
int32,Action,byte
0,"",0
1,"鼻息",4
2,"4トンズ",4
3,"水鉄砲",1
4,"苦悶の歌",2
5,"高圧電流",4
6,"臭い息",3
7,"狂乱",3
8,"アクアブレス",4
9,"プレーンクラッカー",2
10,"どんぐり爆弾",1
11,"怒髪天",2
12,"マインドブラスト",1
13,"吸血",1
14,"爆弾投げ",2
15,"針千本",4
16,"ドリルキャノン",2
17,"怪視線",2
18,"とぎたて",4
19,"ルーム",1
20,"火炎放射",4
21,"猫だまし",3
22,"グラワー",4
23,"ミサイル",4
24,"ホワイトウィンド",3
25,"ファイナルスピア",2
26,"自爆",1
27,"融合",2
28,"ガマの脂",3
29,"ガードオファ",2
30,"スティッキータン",4
31,"テールスクリュー",4
32,"レベル5石化",2
33,"月の笛",1
34,"死の宣告",4
35,"マイティガード",4
36,"アイススパイク",1
37,"氷結の咆哮",2
38,"雷電の咆哮",2
39,"不思議な光",2
40,"インクジェット",3
41,"フライングサーディン",1
42,"超硬化",4
43,"ファイアアンゴン",3
44,"フェザーレイン",5
45,"エラプション",5
46,"マウンテンバスター",5
47,"ショックストライク",5
48,"氷雪乱舞",5
49,"水神のヴェール",5
50,"",0
51,"",0
52,"",0
53,"",0
54,"",0
55,"",0
56,"",0
57,"",0
58,"",0
59,"",0
60,"",0
61,"",0
62,"",0
63,"",0
64,"",0
65,"",0
66,"",0
67,"",0
68,"",0
69,"",0
70,"",0
71,"",0
72,"",0
73,"",0
74,"",0
75,"",0
76,"",0
77,"",0
78,"",0
79,"",0
80,"",0
