key,0,1
#,Quest,
int32,Quest,uint16
0,,0
1,イシュガルドへ,3
2,壮麗なる皇都,3
3,わだかまる雲霧,3
4,鷹の巣,3
5,ゼーメル家の大工,3
6,征竜将の彫像,3
7,届かぬ届け物,3
8,哨戒部隊を捜索せよ！,3
9,足跡が導く再会,3
10,目の曇り、今は晴れ,3
11,雲上の騎兵団,3
12,困ったヤツのあしらい方,3
13,対するはバヌバヌ族,3
14,マリエルの憂鬱,3
15,湧水のクリスタル,3
16,雲海より現れしもの,3
17,困ったヤツの称え方,3
18,蒼天の騎士,3
19,教皇トールダン7世,3
20,ウルダハの今,3
21,ラウバーンを追って,3
22,ラウバーン奪還作戦,3
23,冒険者たちの決断,3
24,アルフィノの策,3
25,イゼルを探して,3
26,異端者の遺した物,3
27,円形劇場の激闘,3
28,嗚呼、聖フィネア連隊,3
29,千年の裏切り,3
30,対話への旅路,3
31,襲いくるグナース族,3
32,竜の棲む塔,3
33,はみだし者の好物集め,3
34,分かたれし者たち,3
35,グナース族の神,3
36,危険な賭け,3
37,武神降臨,3
38,霊峰を越えて,3
39,意外な姿,3
40,雲海のモーグリ族,3
41,モグタンの試練,3
42,モグムグの試練,3
43,モグポンの試練,3
44,モグリンの結果発表,3
45,カヌ・エ・センナの懸念,3
46,雲海にかける橋,3
47,それぞれの想い,3
48,幻想を砕く真実,3
49,竜の巣,3
50,風壁を切り裂く秘策,3
51,砂都からの報せ,3
52,ウルダハの目覚め,3
53,真の友,3
54,血戦を前に,3
55,邪竜狩り,3
56,竜詩の始まり,3
57,皇都騒乱,3
58,アイメリクの決意,3
59,抵抗組織との接触,3
60,変革への一歩,3
61,ただ盟友のため,3
62,真の変革,3
63,新たな蛮神を追って,3
64,いざ高空層へ,3
65,教皇の行方,3
66,大らかなズンド,3
67,白鯨の伝説,3
68,魔大陸の鍵,3
69,北方より来たりし者,3
70,己が信念を胸に,3
71,機工師の見解,3
72,エーテルを辿って,3
73,地脈を彷徨い,3
74,ヤ・シュトラ,3
75,いざ、シャーレアンへ,3
76,イディルシャイア,3
77,廃都の初仕事,3
78,無手勝流の知人,3
79,マトーヤの洞窟,3
80,隠者マトーヤ,3
81,禁書庫に眠る論文,3
82,エーテルラムを造れ,3
83,灯されし希望,3
84,その翼、エクセルシオ,3
